** CoAP Proxy at: coap://localhost:5683
BasicForwardingProxy2 started.
[DBG] 5017601889207 HTTP_RECVD_SUCCESS 33537_04CF12A2
[DBG] 5017602364567 HTTP_TRANSLATED 33537_04CF12A2
[DBG] 5017656720124 COAP_RECEIVED 33551_47711D05
[DBG] 5017656991339 COAP_TRANSLATED 33551_47711D05
[DBG] 5017674813534 HTTP_RECVD_SUCCESS 33538_CDF195F5
[DBG] 5017675209924 HTTP_TRANSLATED 33538_CDF195F5
[DBG] 5017732652680 COAP_RECEIVED 33552_ECCBC1DB
[DBG] 5017732946104 COAP_TRANSLATED 33552_ECCBC1DB
[DBG] 5017749678331 HTTP_RECVD_SUCCESS 33539_98137EE9
[DBG] 5017750070952 HTTP_TRANSLATED 33539_98137EE9
[DBG] 5017808619166 COAP_RECEIVED 33553_16C5424B
[DBG] 5017808932002 COAP_TRANSLATED 33553_16C5424B
[DBG] 5017826576339 HTTP_RECVD_SUCCESS 33540_5181FD4A
[DBG] 5017826914938 HTTP_TRANSLATED 33540_5181FD4A
[DBG] 5017884533814 COAP_RECEIVED 33554_59779B55
[DBG] 5017884796794 COAP_TRANSLATED 33554_59779B55
[DBG] 5017901876641 HTTP_RECVD_SUCCESS 33541_100C70A6
[DBG] 5017902218017 HTTP_TRANSLATED 33541_100C70A6
[DBG] 5017960641273 COAP_RECEIVED 33555_41B1C18A
[DBG] 5017960929449 COAP_TRANSLATED 33555_41B1C18A
[DBG] 5017978623311 HTTP_RECVD_SUCCESS 33542_1E6A3B3A
[DBG] 5017978928965 HTTP_TRANSLATED 33542_1E6A3B3A
[DBG] 5018036584730 COAP_RECEIVED 33556_8DA9BF5A
[DBG] 5018036855902 COAP_TRANSLATED 33556_8DA9BF5A
[DBG] 5018053838830 HTTP_RECVD_SUCCESS 33543_B8F08DF5
[DBG] 5018054194443 HTTP_TRANSLATED 33543_B8F08DF5
[DBG] 5018112514720 COAP_RECEIVED 33557_2CBCCA8C
[DBG] 5018112832290 COAP_TRANSLATED 33557_2CBCCA8C
[DBG] 5018131130701 HTTP_RECVD_SUCCESS 33544_E72FA689
[DBG] 5018131449887 HTTP_TRANSLATED 33544_E72FA689
[DBG] 5018188448935 COAP_RECEIVED 33558_A192CD64
[DBG] 5018188710246 COAP_TRANSLATED 33558_A192CD64
[DBG] 5018206785066 HTTP_RECVD_SUCCESS 33545_AB59BD3F
[DBG] 5018207144242 HTTP_TRANSLATED 33545_AB59BD3F
[DBG] 5018264439898 COAP_RECEIVED 33559_9635FA0E
[DBG] 5018264704221 COAP_TRANSLATED 33559_9635FA0E
[DBG] 5018282381122 HTTP_RECVD_SUCCESS 33546_311DDD8D
[DBG] 5018282694504 HTTP_TRANSLATED 33546_311DDD8D
[DBG] 5018340626841 COAP_RECEIVED 33560_A185DCB8
[DBG] 5018340880959 COAP_TRANSLATED 33560_A185DCB8
[DBG] 5018357800175 HTTP_RECVD_SUCCESS 33547_B8797B96
[DBG] 5018358120461 HTTP_TRANSLATED 33547_B8797B96
[DBG] 5018416614882 COAP_RECEIVED 33561_25A9D7AB
[DBG] 5018416883568 COAP_TRANSLATED 33561_25A9D7AB
[DBG] 5018434115475 HTTP_RECVD_SUCCESS 33548_BF0CF43B
[DBG] 5018434428845 HTTP_TRANSLATED 33548_BF0CF43B
[DBG] 5018492565015 COAP_RECEIVED 33562_4D0543E6
[DBG] 5018492873431 COAP_TRANSLATED 33562_4D0543E6
[DBG] 5018509810786 HTTP_RECVD_SUCCESS 33549_79509882
[DBG] 5018510136012 HTTP_TRANSLATED 33549_79509882
[DBG] 5018568443685 COAP_RECEIVED 33563_F8C63122
[DBG] 5018568691992 COAP_TRANSLATED 33563_F8C63122
[DBG] 5018585545840 HTTP_RECVD_SUCCESS 33550_8A7D02A0
[DBG] 5018585852572 HTTP_TRANSLATED 33550_8A7D02A0
[DBG] 5018644477306 COAP_RECEIVED 33564_29DF4A4B
[DBG] 5018644747290 COAP_TRANSLATED 33564_29DF4A4B
[DBG] 5018661656427 HTTP_RECVD_SUCCESS 33551_47711D05
[DBG] 5018661964569 HTTP_TRANSLATED 33551_47711D05
[DBG] 5018720633897 COAP_RECEIVED 33565_3A21A0F9
[DBG] 5018720883086 COAP_TRANSLATED 33565_3A21A0F9
[DBG] 5018739087958 HTTP_RECVD_SUCCESS 33552_ECCBC1DB
[DBG] 5018739453580 HTTP_TRANSLATED 33552_ECCBC1DB
[DBG] 5018796972016 COAP_RECEIVED 33566_27D61746
[DBG] 5018797341042 COAP_TRANSLATED 33566_27D61746
[DBG] 5018813692660 HTTP_RECVD_SUCCESS 33553_16C5424B
[DBG] 5018814065992 HTTP_TRANSLATED 33553_16C5424B
[DBG] 5018872804319 COAP_RECEIVED 33567_539653AA
[DBG] 5018873224881 COAP_TRANSLATED 33567_539653AA
[DBG] 5018889497439 HTTP_RECVD_SUCCESS 33554_59779B55
[DBG] 5018889928213 HTTP_TRANSLATED 33554_59779B55
[DBG] 5018948687427 COAP_RECEIVED 33568_2AAA6E16
[DBG] 5018948992439 COAP_TRANSLATED 33568_2AAA6E16
[DBG] 5018965477125 HTTP_RECVD_SUCCESS 33555_41B1C18A
[DBG] 5018965785793 HTTP_TRANSLATED 33555_41B1C18A
[DBG] 5019024765775 COAP_RECEIVED 33569_68AF5E2B
[DBG] 5019025109216 COAP_TRANSLATED 33569_68AF5E2B
[DBG] 5019041957856 HTTP_RECVD_SUCCESS 33556_8DA9BF5A
[DBG] 5019042404066 HTTP_TRANSLATED 33556_8DA9BF5A
[DBG] 5019100887829 COAP_RECEIVED 33570_D068EAF3
[DBG] 5019101182368 COAP_TRANSLATED 33570_D068EAF3
[DBG] 5019117749946 HTTP_RECVD_SUCCESS 33557_2CBCCA8C
[DBG] 5019118056708 HTTP_TRANSLATED 33557_2CBCCA8C
[DBG] 5019176602190 COAP_RECEIVED 33571_4F504FB4
[DBG] 5019176873748 COAP_TRANSLATED 33571_4F504FB4
[DBG] 5019193617962 HTTP_RECVD_SUCCESS 33558_A192CD64
[DBG] 5019193924129 HTTP_TRANSLATED 33558_A192CD64
[DBG] 5019252591111 COAP_RECEIVED 33572_AB2B4723
[DBG] 5019252836558 COAP_TRANSLATED 33572_AB2B4723
[DBG] 5019269808418 HTTP_RECVD_SUCCESS 33559_9635FA0E
[DBG] 5019270248111 HTTP_TRANSLATED 33559_9635FA0E
[DBG] 5019328845401 COAP_RECEIVED 33573_EEBA84C2
[DBG] 5019329252109 COAP_TRANSLATED 33573_EEBA84C2
[DBG] 5019345539662 HTTP_RECVD_SUCCESS 33560_A185DCB8
[DBG] 5019345841311 HTTP_TRANSLATED 33560_A185DCB8
[DBG] 5019404805476 COAP_RECEIVED 33574_119EEE50
[DBG] 5019405043685 COAP_TRANSLATED 33574_119EEE50
[DBG] 5019421361758 HTTP_RECVD_SUCCESS 33561_25A9D7AB
[DBG] 5019421650653 HTTP_TRANSLATED 33561_25A9D7AB
[DBG] 5019480779182 COAP_RECEIVED 33575_31866B54
[DBG] 5019481050539 COAP_TRANSLATED 33575_31866B54
[DBG] 5019497501975 HTTP_RECVD_SUCCESS 33562_4D0543E6
[DBG] 5019497805601 HTTP_TRANSLATED 33562_4D0543E6
[DBG] 5019556626715 COAP_RECEIVED 33576_77581E69
[DBG] 5019556868002 COAP_TRANSLATED 33576_77581E69
[DBG] 5019573264509 HTTP_RECVD_SUCCESS 33563_F8C63122
[DBG] 5019573640359 HTTP_TRANSLATED 33563_F8C63122
[DBG] 5019632734602 COAP_RECEIVED 33577_76365DE6
[DBG] 5019633022402 COAP_TRANSLATED 33577_76365DE6
[DBG] 5019649467324 HTTP_RECVD_SUCCESS 33564_29DF4A4B
[DBG] 5019649836345 HTTP_TRANSLATED 33564_29DF4A4B
[DBG] 5019708591972 COAP_RECEIVED 33578_825ECBAD
[DBG] 5019708885514 COAP_TRANSLATED 33578_825ECBAD
[DBG] 5019725270115 HTTP_RECVD_SUCCESS 33565_3A21A0F9
[DBG] 5019725602356 HTTP_TRANSLATED 33565_3A21A0F9
[DBG] 5019784658206 COAP_RECEIVED 33579_76074B4F
[DBG] 5019784917426 COAP_TRANSLATED 33579_76074B4F
[DBG] 5019803030182 HTTP_RECVD_SUCCESS 33566_27D61746
[DBG] 5019803323751 HTTP_TRANSLATED 33566_27D61746
[DBG] 5019860736189 COAP_RECEIVED 33580_C81C4DB8
[DBG] 5019860984304 COAP_TRANSLATED 33580_C81C4DB8
[DBG] 5019878077593 HTTP_RECVD_SUCCESS 33567_539653AA
[DBG] 5019878424402 HTTP_TRANSLATED 33567_539653AA
[DBG] 5019936640799 COAP_RECEIVED 33581_68DF4AB9
[DBG] 5019936902460 COAP_TRANSLATED 33581_68DF4AB9
[DBG] 5019953643981 HTTP_RECVD_SUCCESS 33568_2AAA6E16
[DBG] 5019953944104 HTTP_TRANSLATED 33568_2AAA6E16
[DBG] 5020012737236 COAP_RECEIVED 33582_F0321DAC
[DBG] 5020012988733 COAP_TRANSLATED 33582_F0321DAC
[DBG] 5020030192375 HTTP_RECVD_SUCCESS 33569_68AF5E2B
[DBG] 5020030524859 HTTP_TRANSLATED 33569_68AF5E2B
[DBG] 5020088886936 COAP_RECEIVED 33583_D6DC93C1
[DBG] 5020089208180 COAP_TRANSLATED 33583_D6DC93C1
[DBG] 5020106042535 HTTP_RECVD_SUCCESS 33570_D068EAF3
[DBG] 5020106359519 HTTP_TRANSLATED 33570_D068EAF3
[DBG] 5020164796242 COAP_RECEIVED 33584_C6BC8640
[DBG] 5020165025770 COAP_TRANSLATED 33584_C6BC8640
[DBG] 5020181708305 HTTP_RECVD_SUCCESS 33571_4F504FB4
[DBG] 5020182006563 HTTP_TRANSLATED 33571_4F504FB4
[DBG] 5020240696716 COAP_RECEIVED 33585_D6A7DEB9
[DBG] 5020241008282 COAP_TRANSLATED 33585_D6A7DEB9
[DBG] 5020257129000 HTTP_RECVD_SUCCESS 33572_AB2B4723
[DBG] 5020257577667 HTTP_TRANSLATED 33572_AB2B4723
[DBG] 5020316841959 COAP_RECEIVED 33586_7AD04A58
[DBG] 5020317119675 COAP_TRANSLATED 33586_7AD04A58
[DBG] 5020334367894 HTTP_RECVD_SUCCESS 33573_EEBA84C2
[DBG] 5020334743188 HTTP_TRANSLATED 33573_EEBA84C2
[DBG] 5020392619109 COAP_RECEIVED 33587_B3AE0793
[DBG] 5020392962770 COAP_TRANSLATED 33587_B3AE0793
[DBG] 5020410129698 HTTP_RECVD_SUCCESS 33574_119EEE50
[DBG] 5020410419445 HTTP_TRANSLATED 33574_119EEE50
[DBG] 5020468860048 COAP_RECEIVED 33588_17F03F66
[DBG] 5020469192965 COAP_TRANSLATED 33588_17F03F66
[DBG] 5020485719428 HTTP_RECVD_SUCCESS 33575_31866B54
[DBG] 5020486007248 HTTP_TRANSLATED 33575_31866B54
[DBG] 5020544878392 COAP_RECEIVED 33589_8ED36E50
[DBG] 5020545191023 COAP_TRANSLATED 33589_8ED36E50
[DBG] 5020562161706 HTTP_RECVD_SUCCESS 33576_77581E69
[DBG] 5020562527722 HTTP_TRANSLATED 33576_77581E69
[DBG] 5020620909842 COAP_RECEIVED 33590_A6C50CB3
[DBG] 5020621304483 COAP_TRANSLATED 33590_A6C50CB3
[DBG] 5020637339617 HTTP_RECVD_SUCCESS 33577_76365DE6
[DBG] 5020637608230 HTTP_TRANSLATED 33577_76365DE6
[DBG] 5020696681541 COAP_RECEIVED 33591_EF4E9B7C
[DBG] 5020696923597 COAP_TRANSLATED 33591_EF4E9B7C
[DBG] 5020713462161 HTTP_RECVD_SUCCESS 33578_825ECBAD
[DBG] 5020713762193 HTTP_TRANSLATED 33578_825ECBAD
[DBG] 5020772626400 COAP_RECEIVED 33592_F7FE8C9D
[DBG] 5020772839032 COAP_TRANSLATED 33592_F7FE8C9D
[DBG] 5020789471597 HTTP_RECVD_SUCCESS 33579_76074B4F
[DBG] 5020789758440 HTTP_TRANSLATED 33579_76074B4F
[DBG] 5020849007821 COAP_RECEIVED 33593_3BC9F99F
[DBG] 5020849249935 COAP_TRANSLATED 33593_3BC9F99F
[DBG] 5020865567820 HTTP_RECVD_SUCCESS 33580_C81C4DB8
[DBG] 5020865827695 HTTP_TRANSLATED 33580_C81C4DB8
[DBG] 5020924847210 COAP_RECEIVED 33594_1F4BD113
[DBG] 5020925063674 COAP_TRANSLATED 33594_1F4BD113
[DBG] 5020941258720 HTTP_RECVD_SUCCESS 33581_68DF4AB9
[DBG] 5020941519263 HTTP_TRANSLATED 33581_68DF4AB9
[DBG] 5021000869191 COAP_RECEIVED 33595_9C39ADFF
[DBG] 5021001111174 COAP_TRANSLATED 33595_9C39ADFF
[DBG] 5021017335662 HTTP_RECVD_SUCCESS 33582_F0321DAC
[DBG] 5021017621279 HTTP_TRANSLATED 33582_F0321DAC
[DBG] 5021076675355 COAP_RECEIVED 33596_AC0D5161
[DBG] 5021076899963 COAP_TRANSLATED 33596_AC0D5161
[DBG] 5021093567466 HTTP_RECVD_SUCCESS 33583_D6DC93C1
[DBG] 5021093836977 HTTP_TRANSLATED 33583_D6DC93C1
[DBG] 5021154673301 COAP_RECEIVED 33597_0F192EB7
[DBG] 5021154884233 COAP_TRANSLATED 33597_0F192EB7
[DBG] 5021169869510 HTTP_RECVD_SUCCESS 33584_C6BC8640
[DBG] 5021170167157 HTTP_TRANSLATED 33584_C6BC8640
[DBG] 5021228875231 COAP_RECEIVED 33598_C3080291
[DBG] 5021229247194 COAP_TRANSLATED 33598_C3080291
[DBG] 5021245387004 HTTP_RECVD_SUCCESS 33585_D6A7DEB9
[DBG] 5021245767344 HTTP_TRANSLATED 33585_D6A7DEB9
[DBG] 5021304867427 COAP_RECEIVED 33599_4840A1A2
[DBG] 5021305228145 COAP_TRANSLATED 33599_4840A1A2
[DBG] 5021320426201 HTTP_RECVD_SUCCESS 33586_7AD04A58
[DBG] 5021320692792 HTTP_TRANSLATED 33586_7AD04A58
[DBG] 5021380813120 COAP_RECEIVED 33600_FFA23B98
[DBG] 5021381058905 COAP_TRANSLATED 33600_FFA23B98
[DBG] 5021397440727 HTTP_RECVD_SUCCESS 33587_B3AE0793
[DBG] 5021397779832 HTTP_TRANSLATED 33587_B3AE0793
[DBG] 5021456986525 COAP_RECEIVED 33601_6E478A3C
[DBG] 5021457391223 COAP_TRANSLATED 33601_6E478A3C
[DBG] 5021474318863 HTTP_RECVD_SUCCESS 33588_17F03F66
[DBG] 5021474615728 HTTP_TRANSLATED 33588_17F03F66
[DBG] 5021532993512 COAP_RECEIVED 33602_5B51931D
[DBG] 5021533277089 COAP_TRANSLATED 33602_5B51931D
[DBG] 5021549791774 HTTP_RECVD_SUCCESS 33589_8ED36E50
[DBG] 5021550137205 HTTP_TRANSLATED 33589_8ED36E50
[DBG] 5021609027110 COAP_RECEIVED 33603_A2E58481
[DBG] 5021609285465 COAP_TRANSLATED 33603_A2E58481
[DBG] 5021626064477 HTTP_RECVD_SUCCESS 33590_A6C50CB3
[DBG] 5021626385298 HTTP_TRANSLATED 33590_A6C50CB3
[DBG] 5021684843469 COAP_RECEIVED 33604_740B7AD5
[DBG] 5021685039247 COAP_TRANSLATED 33604_740B7AD5
[DBG] 5021701116270 HTTP_RECVD_SUCCESS 33591_EF4E9B7C
[DBG] 5021701374889 HTTP_TRANSLATED 33591_EF4E9B7C
[DBG] 5021760835875 COAP_RECEIVED 33605_1B623B54
[DBG] 5021761036883 COAP_TRANSLATED 33605_1B623B54
[DBG] 5021777075159 HTTP_RECVD_SUCCESS 33592_F7FE8C9D
[DBG] 5021777320638 HTTP_TRANSLATED 33592_F7FE8C9D
[DBG] 5021836757465 COAP_RECEIVED 33606_A285C379
[DBG] 5021836952418 COAP_TRANSLATED 33606_A285C379
[DBG] 5021853466667 HTTP_RECVD_SUCCESS 33593_3BC9F99F
[DBG] 5021853737253 HTTP_TRANSLATED 33593_3BC9F99F
[DBG] 5021913033501 COAP_RECEIVED 33607_22ECB276
[DBG] 5021913281962 COAP_TRANSLATED 33607_22ECB276
[DBG] 5021930053923 HTTP_RECVD_SUCCESS 33594_1F4BD113
[DBG] 5021930468290 HTTP_TRANSLATED 33594_1F4BD113
[DBG] 5021988950707 COAP_RECEIVED 33608_B0682F6C
[DBG] 5021989154943 COAP_TRANSLATED 33608_B0682F6C
[DBG] 5022005449370 HTTP_RECVD_SUCCESS 33595_9C39ADFF
[DBG] 5022005756031 HTTP_TRANSLATED 33595_9C39ADFF
[DBG] 5022064954041 COAP_RECEIVED 33609_2E624D3F
[DBG] 5022065155608 COAP_TRANSLATED 33609_2E624D3F
[DBG] 5022081136160 HTTP_RECVD_SUCCESS 33596_AC0D5161
[DBG] 5022081475523 HTTP_TRANSLATED 33596_AC0D5161
[DBG] 5022140665515 COAP_RECEIVED 33610_602BEF68
[DBG] 5022140903414 COAP_TRANSLATED 33610_602BEF68
[DBG] 5022159295286 HTTP_RECVD_SUCCESS 33597_0F192EB7
[DBG] 5022159543346 HTTP_TRANSLATED 33597_0F192EB7
[DBG] 5022216773823 COAP_RECEIVED 33611_0C0AA42D
[DBG] 5022216982047 COAP_TRANSLATED 33611_0C0AA42D
[DBG] 5022233652199 HTTP_RECVD_SUCCESS 33598_C3080291
[DBG] 5022233903413 HTTP_TRANSLATED 33598_C3080291
[DBG] 5022292828331 COAP_RECEIVED 33612_A047FE29
[DBG] 5022293019076 COAP_TRANSLATED 33612_A047FE29
[DBG] 5022309533886 HTTP_RECVD_SUCCESS 33599_4840A1A2
[DBG] 5022309776343 HTTP_TRANSLATED 33599_4840A1A2
[DBG] 5022368863291 COAP_RECEIVED 33613_7D3A5E7F
[DBG] 5022369066366 COAP_TRANSLATED 33613_7D3A5E7F
[DBG] 5022385267819 HTTP_RECVD_SUCCESS 33600_FFA23B98
[DBG] 5022385521556 HTTP_TRANSLATED 33600_FFA23B98
[DBG] 5022444754410 COAP_RECEIVED 33614_E5B506BF
[DBG] 5022444947097 COAP_TRANSLATED 33614_E5B506BF
[DBG] 5022461626477 HTTP_RECVD_SUCCESS 33601_6E478A3C
[DBG] 5022461878347 HTTP_TRANSLATED 33601_6E478A3C
[DBG] 5022520713442 COAP_RECEIVED 33615_67AE0B76
[DBG] 5022520905962 COAP_TRANSLATED 33615_67AE0B76
[DBG] 5022538353436 HTTP_RECVD_SUCCESS 33602_5B51931D
[DBG] 5022538606035 HTTP_TRANSLATED 33602_5B51931D
[DBG] 5022596759200 COAP_RECEIVED 33616_FF09A69C
[DBG] 5022596972363 COAP_TRANSLATED 33616_FF09A69C
[DBG] 5022613746917 HTTP_RECVD_SUCCESS 33603_A2E58481
[DBG] 5022613991743 HTTP_TRANSLATED 33603_A2E58481
[DBG] 5022672993453 COAP_RECEIVED 33617_3D03A85F
[DBG] 5022673259488 COAP_TRANSLATED 33617_3D03A85F
[DBG] 5022689376781 HTTP_RECVD_SUCCESS 33604_740B7AD5
[DBG] 5022689659035 HTTP_TRANSLATED 33604_740B7AD5
[DBG] 5022748909788 COAP_RECEIVED 33618_ABE11584
[DBG] 5022749107348 COAP_TRANSLATED 33618_ABE11584
[DBG] 5022765347374 HTTP_RECVD_SUCCESS 33605_1B623B54
[DBG] 5022765608457 HTTP_TRANSLATED 33605_1B623B54
[DBG] 5022824684019 COAP_RECEIVED 33619_8F345403
[DBG] 5022824862978 COAP_TRANSLATED 33619_8F345403
[DBG] 5022841069904 HTTP_RECVD_SUCCESS 33606_A285C379
[DBG] 5022841320165 HTTP_TRANSLATED 33606_A285C379
[DBG] 5022900910894 COAP_RECEIVED 33620_B3B34F3E
[DBG] 5022901109905 COAP_TRANSLATED 33620_B3B34F3E
[DBG] 5022917791388 HTTP_RECVD_SUCCESS 33607_22ECB276
[DBG] 5022918035920 HTTP_TRANSLATED 33607_22ECB276
[DBG] 5022976785539 COAP_RECEIVED 33621_9CEA982E
[DBG] 5022977087371 COAP_TRANSLATED 33621_9CEA982E
[DBG] 5022993490082 HTTP_RECVD_SUCCESS 33608_B0682F6C
[DBG] 5022993743586 HTTP_TRANSLATED 33608_B0682F6C
[DBG] 5023052956383 COAP_RECEIVED 33622_BDCED5D5
[DBG] 5023053145612 COAP_TRANSLATED 33622_BDCED5D5
[DBG] 5023069538163 HTTP_RECVD_SUCCESS 33609_2E624D3F
[DBG] 5023069887967 HTTP_TRANSLATED 33609_2E624D3F
[DBG] 5023128866273 COAP_RECEIVED 33623_AE1D8DA7
[DBG] 5023129125664 COAP_TRANSLATED 33623_AE1D8DA7
[DBG] 5023145088132 HTTP_RECVD_SUCCESS 33610_602BEF68
[DBG] 5023145334238 HTTP_TRANSLATED 33610_602BEF68
[DBG] 5023204894698 COAP_RECEIVED 33624_933DBE49
[DBG] 5023205147786 COAP_TRANSLATED 33624_933DBE49
[DBG] 5023221247524 HTTP_RECVD_SUCCESS 33611_0C0AA42D
[DBG] 5023221511563 HTTP_TRANSLATED 33611_0C0AA42D
[DBG] 5023280934143 COAP_RECEIVED 33625_08D2A823
[DBG] 5023281178271 COAP_TRANSLATED 33625_08D2A823
[DBG] 5023297204456 HTTP_RECVD_SUCCESS 33612_A047FE29
[DBG] 5023297529339 HTTP_TRANSLATED 33612_A047FE29
[DBG] 5023357083240 COAP_RECEIVED 33626_70B6CD82
[DBG] 5023357266949 COAP_TRANSLATED 33626_70B6CD82
[DBG] 5023373145560 HTTP_RECVD_SUCCESS 33613_7D3A5E7F
[DBG] 5023373379839 HTTP_TRANSLATED 33613_7D3A5E7F
[DBG] 5023433000831 COAP_RECEIVED 33627_357C5BA6
[DBG] 5023433176502 COAP_TRANSLATED 33627_357C5BA6
[DBG] 5023449014065 HTTP_RECVD_SUCCESS 33614_E5B506BF
[DBG] 5023449245380 HTTP_TRANSLATED 33614_E5B506BF
[DBG] 5023508752510 COAP_RECEIVED 33628_AF0E4757
[DBG] 5023508927530 COAP_TRANSLATED 33628_AF0E4757
[DBG] 5023525322411 HTTP_RECVD_SUCCESS 33615_67AE0B76
[DBG] 5023525607196 HTTP_TRANSLATED 33615_67AE0B76
[DBG] 5023584744388 COAP_RECEIVED 33629_4F658268
[DBG] 5023584942070 COAP_TRANSLATED 33629_4F658268
[DBG] 5023601363746 HTTP_RECVD_SUCCESS 33616_FF09A69C
[DBG] 5023601637502 HTTP_TRANSLATED 33616_FF09A69C
[DBG] 5023660831870 COAP_RECEIVED 33630_77446D6F
[DBG] 5023661009233 COAP_TRANSLATED 33630_77446D6F
[DBG] 5023688622675 HTTP_RECVD_SUCCESS 33617_3D03A85F
[DBG] 5023688861180 HTTP_TRANSLATED 33617_3D03A85F
[DBG] 5023737012371 COAP_RECEIVED 33631_87BBDE10
[DBG] 5023737223927 COAP_TRANSLATED 33631_87BBDE10
[DBG] 5023753176694 HTTP_RECVD_SUCCESS 33618_ABE11584
[DBG] 5023753437618 HTTP_TRANSLATED 33618_ABE11584
[DBG] 5023812973634 COAP_RECEIVED 33632_056FBC77
[DBG] 5023813220912 COAP_TRANSLATED 33632_056FBC77
[DBG] 5023828899133 HTTP_RECVD_SUCCESS 33619_8F345403
[DBG] 5023829139673 HTTP_TRANSLATED 33619_8F345403
[DBG] 5023888956431 COAP_RECEIVED 33633_10DCBAC2
[DBG] 5023889187753 COAP_TRANSLATED 33633_10DCBAC2
[DBG] 5023905351865 HTTP_RECVD_SUCCESS 33620_B3B34F3E
[DBG] 5023905582052 HTTP_TRANSLATED 33620_B3B34F3E
[DBG] 5023964994925 COAP_RECEIVED 33634_2BAB6063
[DBG] 5023965181681 COAP_TRANSLATED 33634_2BAB6063
[DBG] 5023982092286 HTTP_RECVD_SUCCESS 33621_9CEA982E
[DBG] 5023982345843 HTTP_TRANSLATED 33621_9CEA982E
[DBG] 5024044677982 COAP_RECEIVED 33635_7E0E589B
[DBG] 5024044845827 COAP_TRANSLATED 33635_7E0E589B
[DBG] 5024057120700 HTTP_RECVD_SUCCESS 33622_BDCED5D5
[DBG] 5024057345226 HTTP_TRANSLATED 33622_BDCED5D5
[DBG] 5024120967545 COAP_RECEIVED 33636_6A2A9FE9
[DBG] 5024121169538 COAP_TRANSLATED 33636_6A2A9FE9
[DBG] 5024133301936 HTTP_RECVD_SUCCESS 33623_AE1D8DA7
